No.	Z Error(mm)	3D Error
1	0.640000	1.644818
2	0.640000	3.532957
3	0.320000	1.690485
4	1.280000	3.326066
5	2.240000	4.173782
6	0.640000	1.486649
7	0.960000	2.247687
8	0.320000	1.555928
9	1.920000	3.056744
10	1.280000	4.673310
11	0.000000	0.202746
12	0.320000	2.735356
13	0.320000	1.351838
14	0.960000	1.315175
15	0.640000	1.829551
16	0.000000	0.529693
17	0.000000	0.920966
18	0.000000	0.401818
19	9.600000	13.701384
20	8.000000	12.698268
21	1.280000	2.948270
22	2.560000	5.900087
23	1.280000	3.919956
24	1.280000	2.971253
25	9.600000	13.622639
26	8.640000	12.878917
27	0.640000	1.743813
28	0.000000	2.677571
29	0.640000	2.380190
30	0.960000	1.429488
31	0.320000	2.361244
32	0.320000	4.734514
33	0.000000	0.444916
34	1.600000	3.116464
35	0.320000	3.569036
36	0.320000	3.832098
37	1.280000	5.635951
38	0.000000	0.405250
39	0.960000	2.431232
40	0.960000	1.832329
41	0.320000	0.807602
42	0.640000	1.491529
43	1.280000	2.765427
44	0.640000	3.737119
45	0.000000	3.761234
46	0.960000	2.297843
47	0.960000	2.459311
48	0.320000	2.077909
49	0.640000	1.400306
50	0.320000	0.975064
51	0.960000	8.195940
52	0.000000	1.490652
53	0.320000	1.093522
54	0.640000	1.645661
55	0.320000	2.592169
56	0.000000	3.385178
57	0.640000	2.137758
58	0.000000	2.877691
59	1.920000	8.577949
60	2.240000	4.029486
61	0.320000	1.727532
62	0.000000	1.110724
63	0.320000	3.804063
64	0.320000	1.577699
65	0.960000	1.672163
66	0.000000	0.203915
67	0.640000	1.101660
68	0.320000	2.392991
69	0.000000	1.190391
70	0.320000	0.720328
71	0.320000	2.891057
72	0.320000	0.699004
73	0.320000	0.570490
74	0.320000	1.884895
75	0.320000	1.500231
76	0.640000	4.133501
77	0.960000	6.153738
78	0.960000	6.740935
79	0.640000	2.227002
80	0.000000	0.275046
81	0.320000	1.119014
82	0.320000	1.648112
83	0.320000	1.825673
84	0.640000	3.030023
85	0.320000	2.553451
86	1.600000	5.731348
87	0.640000	2.101060
88	1.280000	2.825986
89	0.640000	3.711028
90	6.080000	10.333952
91	1.280000	4.607405
92	0.640000	3.559222
93	0.320000	1.500751
94	0.320000	1.621374
95	0.640000	3.450521
96	1.600000	6.270306
97	2.240000	5.038799
98	0.320000	1.518230
99	0.320000	2.183654
100	4.480000	6.582787
101	0.640000	2.561356
102	1.600000	3.174337
103	0.640000	1.811663
104	0.320000	1.612916
105	0.000000	0.337290
106	0.960000	5.782084
107	0.000000	1.990952
108	1.600000	3.383452
109	0.320000	2.460694
110	1.600000	2.662652
111	0.960000	1.871355
112	0.640000	2.845131
113	0.960000	3.390141
114	0.000000	2.067329
115	0.000000	1.276723
116	0.960000	2.546182
117	0.320000	3.022946
118	0.640000	1.745612
119	0.320000	1.599264
120	0.000000	1.773777
121	0.000000	3.532427
122	1.280000	3.018216
123	0.320000	3.361066
124	0.000000	0.998518
125	0.320000	1.336226
126	0.320000	4.337806
127	1.600000	5.319503
128	1.280000	5.605734
129	0.640000	1.996286
130	0.000000	2.212296
131	0.000000	5.007250
132	0.960000	1.635891
133	0.320000	1.092094
