No.	Z Error(mm)	3D Error
1	0.960000	11.998590
2	2.560000	3.120107
3	0.640000	2.262399
4	1.920000	3.105540
5	0.320000	3.677803
6	0.960000	5.036275
7	0.960000	3.128970
8	0.320000	2.109249
9	1.280000	2.698843
10	0.960000	2.639727
11	0.960000	2.427376
12	0.320000	1.251095
13	0.960000	3.069335
14	2.240000	2.789904
15	0.320000	4.924621
16	0.640000	12.065651
17	0.320000	1.235072
18	0.640000	2.192143
19	0.640000	1.858071
20	2.240000	4.581447
21	0.640000	1.209578
22	0.960000	1.817698
23	1.280000	2.827223
24	0.320000	2.783079
25	0.640000	3.099413
26	0.000000	0.363860
27	0.000000	0.856710
28	1.600000	2.765186
29	0.640000	3.449743
30	0.320000	2.298299
31	0.000000	1.400830
32	0.320000	1.565332
33	1.920000	2.761903
34	0.640000	0.966698
35	0.000000	1.491319
36	0.000000	0.524977
37	0.640000	2.868752
38	0.320000	1.299356
39	1.600000	2.898186
40	0.640000	1.142610
41	1.280000	5.974312
42	0.640000	1.646629
43	0.000000	1.078298
44	0.000000	5.806859
45	0.960000	6.104017
46	0.320000	1.265562
47	0.960000	2.499031
48	0.000000	1.243142
49	0.000000	0.578764
50	0.000000	4.218765
51	0.640000	1.681770
52	0.000000	0.743649
53	0.000000	0.928417
54	0.320000	3.432257
55	0.000000	1.712860
56	0.320000	0.789311
57	0.000000	1.511910
58	0.000000	2.546247
59	0.320000	1.596975
60	0.960000	3.141712
61	0.640000	4.056061
62	0.000000	4.380236
63	0.000000	1.949552
64	0.000000	1.816177
65	0.000000	4.147199
66	0.320000	4.710021
67	0.640000	2.924593
68	0.640000	0.986882
69	0.640000	1.529201
70	0.000000	3.009295
71	0.320000	0.873012
72	0.320000	0.661671
73	0.320000	0.748850
74	0.320000	1.770732
75	0.000000	0.703300
76	0.320000	3.113441
77	0.640000	3.529980
78	3.200000	4.360916
79	0.000000	1.704614
80	0.320000	3.015360
81	0.320000	3.281725
82	0.640000	1.855705
83	2.240000	3.437877
84	0.320000	0.784572
85	0.000000	1.353656
86	0.640000	2.653709
87	0.320000	0.796069
88	0.320000	2.184394
89	0.000000	2.169651
90	0.320000	0.934409
91	0.320000	1.784197
92	0.000000	0.448370
93	0.960000	1.964568
94	0.960000	4.370764
95	0.320000	1.386289
96	0.320000	1.640528
97	1.280000	2.992767
98	0.640000	2.477632
99	0.320000	0.686732
100	1.600000	3.040000
101	1.600000	2.248663
102	0.000000	0.795312
103	0.320000	1.048049
104	0.000000	2.531866
105	0.000000	2.502727
106	0.320000	0.920295
107	0.640000	1.052704
108	0.640000	1.753107
109	5.120000	13.429873
110	0.640000	6.338084
111	0.320000	0.921510
112	0.960000	2.346247
113	0.640000	1.816134
114	0.320000	1.376158
115	0.000000	1.455582
116	0.000000	3.222092
117	0.000000	0.972560
118	0.000000	1.748894
119	0.000000	0.105386
120	0.320000	1.852148
121	0.960000	3.886039
122	0.000000	0.630891
123	0.000000	1.347937
124	0.000000	1.961690
125	0.320000	0.587680
126	0.000000	0.806808
127	0.320000	3.375221
128	0.320000	1.045518
129	0.000000	0.569274
130	0.320000	1.257722
131	0.320000	1.384789
132	0.640000	1.951991
133	0.960000	1.294152
134	0.320000	1.163225
135	0.320000	1.498915
136	12.480000	15.390404
137	0.000000	1.467949
138	0.000000	1.501195
139	0.000000	0.551954
140	0.320000	1.195745
141	0.000000	3.534758
142	0.320000	0.730134
143	0.640000	1.771239
144	0.320000	0.894979
145	0.320000	3.045280
146	1.600000	4.782277
147	0.640000	1.910213
148	0.320000	2.094485
149	0.320000	1.951266
150	0.640000	1.828686
151	1.920000	2.793696
152	0.960000	1.738973
153	0.640000	2.757294
154	0.000000	0.584861
155	0.640000	2.593283
156	0.640000	1.136712
157	0.320000	1.097517
158	0.640000	1.767501
159	0.640000	1.682870
160	0.320000	1.241864
161	0.960000	1.274942
162	0.960000	1.192796
163	1.280000	1.924312
