92.480000	131.840000
102.400000	126.720000
98.880000	127.680000
98.880000	125.440000
98.560000	125.120000
99.840000	124.800000
105.280000	126.080000
101.120000	130.240000
96.960000	124.480000
102.400000	122.240000
103.040000	122.560000
97.920000	119.040000
98.240000	126.400000
99.840000	129.920000
99.200000	130.240000
102.080000	128.000000
101.120000	130.560000
102.400000	133.120000
98.880000	123.520000
98.240000	126.080000
99.520000	120.320000
97.920000	121.600000
98.240000	121.280000
100.160000	123.520000
100.800000	123.520000
102.720000	121.920000
99.840000	128.320000
96.000000	126.720000
99.520000	121.920000
104.960000	123.840000
101.440000	125.760000
101.120000	127.680000
94.720000	126.080000
97.280000	125.440000
102.400000	127.360000
101.440000	127.360000
95.040000	124.160000
97.280000	122.240000
94.400000	122.880000
0.000000	0.000000
100.480000	127.360000
99.200000	124.160000
99.200000	123.840000
108.800000	125.760000
105.600000	124.800000
97.600000	123.840000
99.200000	124.800000
101.120000	125.440000
101.120000	125.440000
96.000000	123.520000
96.960000	121.600000
103.360000	128.320000
103.040000	125.440000
98.560000	128.640000
101.440000	131.200000
99.200000	127.680000
101.120000	116.160000
99.200000	117.760000
98.560000	125.760000
100.160000	124.160000
96.640000	124.800000
94.400000	127.360000
99.200000	121.920000
98.560000	121.280000
100.800000	128.000000
100.160000	128.640000
99.840000	124.160000
96.320000	124.480000
100.800000	129.920000
99.520000	126.080000
101.760000	127.040000
102.400000	127.680000
95.040000	127.360000
94.080000	128.320000
97.600000	128.000000
99.200000	132.160000
97.920000	123.840000
98.240000	126.720000
96.000000	122.880000
97.280000	125.760000
96.000000	123.200000
99.840000	123.840000
98.560000	130.240000
96.000000	128.960000
99.200000	127.360000
102.720000	125.120000
93.440000	122.880000
96.000000	124.800000
102.080000	123.840000
100.800000	126.400000
96.000000	122.880000
95.360000	130.240000
93.760000	128.320000
96.320000	129.280000
96.320000	126.400000
100.160000	128.320000
100.160000	130.880000
96.320000	122.880000
96.320000	123.200000
98.240000	123.840000
99.520000	120.640000
97.920000	124.800000
99.200000	125.760000
97.600000	123.200000
95.360000	124.160000
97.920000	128.640000
101.120000	129.920000
100.480000	127.040000
100.480000	124.800000
97.920000	129.280000
96.320000	127.040000
101.120000	124.800000
96.960000	122.560000
96.000000	126.720000
96.960000	125.760000
99.200000	121.280000
101.440000	124.160000
95.360000	125.120000
95.040000	125.440000
98.240000	126.080000
96.640000	126.720000
102.400000	133.120000
102.080000	132.480000
99.200000	124.800000
95.360000	128.000000
97.920000	125.120000
99.840000	123.840000
99.520000	122.240000
98.240000	122.560000
98.560000	123.200000
95.680000	126.080000
98.880000	126.080000
99.840000	126.080000
99.200000	124.160000
96.320000	125.440000
96.320000	127.360000
97.280000	126.400000
101.760000	126.400000
101.760000	128.000000
96.320000	128.000000
96.640000	126.400000
96.640000	127.040000
98.240000	127.680000
101.760000	128.000000
99.200000	127.040000
100.800000	122.880000
100.480000	122.880000
99.840000	123.520000
99.840000	122.560000
94.080000	126.400000
95.360000	127.680000
95.040000	128.640000
103.680000	123.200000
101.120000	124.160000
98.560000	123.520000
96.320000	122.880000
98.880000	130.560000
99.200000	128.960000
95.680000	122.240000
95.040000	123.840000
99.840000	125.760000
100.160000	123.200000
99.840000	124.160000
100.160000	124.480000
99.520000	122.560000
100.480000	121.280000
101.760000	125.760000
101.120000	124.160000
99.520000	121.920000
98.880000	123.840000
97.920000	123.200000
100.480000	122.880000
99.520000	123.840000
99.200000	123.200000
98.880000	124.160000
100.800000	121.280000
99.520000	125.760000
100.160000	124.800000
100.480000	122.880000
102.080000	123.200000
100.800000	122.560000
102.720000	121.280000
101.120000	124.160000
97.600000	124.800000
102.720000	121.920000
100.800000	123.840000
101.120000	124.480000
100.160000	123.200000
100.800000	123.840000
101.120000	122.880000
100.480000	122.560000
101.120000	124.480000
101.440000	122.560000
101.760000	125.120000
102.400000	123.200000
100.480000	123.200000
101.440000	122.560000
104.640000	121.600000
99.840000	122.880000
103.040000	119.680000
99.200000	123.200000
100.160000	124.480000
104.320000	120.320000
98.240000	124.800000
99.840000	121.920000
101.760000	121.280000
104.000000	122.560000
102.400000	123.520000
102.720000	119.360000
101.760000	121.280000
103.040000	123.840000
101.440000	124.160000
101.440000	121.280000
100.800000	121.920000
100.800000	122.880000
102.080000	124.800000
101.760000	123.200000
